Article,Vedette,type vedette,Candidat,INSEE,Definition,Correction,Commentaire
DT80-01428,"Cuiaval,",ancien prieuré,terroir de Tilloy-lès-Conty,80761,"siége d’un ancien prieuré transporté au BOSQUEL, aujourd’hui lieu dit au terroir de Tilloy-lès-Conty.",,
DT80-03760,"Pommereux,",lieu dit,"terroir de Tilloy-les-Conty
         ",80761,"
         lieu dit 
         terroir de Tilloy-les-Conty
         .",,
DT80-00831,Bucaille,lieu dit,"terroir de Tilloy-lès-Conty
         ",80761,"
         lieu dit au terroir de Tilloy-lès-Conty
         .",,
DT80-03215,"Mont Renault,",lieu dit,"terroir de Tincourt-Boucly
         ",80762,"
         lieu dit 
         terroir de Tincourt-Boucly
         .",,
DT80-00101,Arbre Cotin,,"terroir de Tincourt-Boucly
         ",80762,"
         terroir de Tincourt-Boucly
         .",,
DT80-00016,"Accon,",lieu dit,"terroir de Tirancourt
         ",80187,"
         lieu dit du terroir de Tirancourt
         .",,
DT80-03213,"Mont Renard,",lieu dit,"terroir de Toutencourt
         ",80766,"
         lieu dit 
         terroir de Toutencourt
         .",,
DT80-03505,"Oreville,",lieu,"terroir de Vadencourt
         ",80773,"
         lieu sis terroir de Vadencourt
         .",,
DT80-02911,Marquet,,"terroir de Vadencourt
         ",80773,"
         terroir de Vadencourt
         .",,
DT80-01560,"Ecce Homo,",calvaire,"terroir de Vaquerie
         ",80086,"
         terroir de Vaquerie
         .",,
DT80-04014,"Redry,",lieu dit,"terroir de Vauchelles-les-Domart
         ",80778,"
         lieu dit 
         terroir de Vauchelles-les-Domart
         .",,
DT80-04216,"Rougeville,",lieu dit,"terroir de Vauvillers
         ",80781,"
         lieu dit au terroir de Vauvillers
         .",,
DT80-04780,"Sole St-Arnould,",,"terroir de Vauvillers
         ",80781,"
         terroir de Vauvillers
         .",,
DT80-04781,"Sole St-Riquier,",,"terroir de Vauvillers
         ",80781,"
         terroir de Vauvillers
         .",,
DT80-03155,"Mont de Vadencourt,",lieu dit,"terroir de Vaux-en-Amiénois
         ",80782,"
         lieu dit 
         terroir de Vaux-en-Amiénois
         .",,
DT80-03161,"Mont-du-Crocq,",lieu dit,"terroir de Vaux-en-Amiénois
         ",80782,"
         lieu dit au terroir de Vaux-en-Amiénois
         .",,
DT80-05051,"Val de Flenas,",lieu dit,"terroir de Vaux-en-Amiénois
         ",80782,"
         lieu dit au terroir de Vaux-en-Amiénois
         .",,
DT80-05129,Vasse,lieu dit,"terroir de Vaux-en-Amiénois
         ",80782,"
         lieu dit au terroir de Vaux-en-Amiénois
         .",,
DT80-02157,"Godiane,",lieu dit,"terroir de Vaux-en-Amiénois
         ",80782,"
         lieu dit au terroir de Vaux-en-Amiénois
         . — Dénomb. du temp. de l’abbayé de St.-Jean.",,
DT80-05288,"Voie des Rousseux,",,"terroir de Vaux-en-Amiénois
         ",80782,"
         terroir de Vaux-en-Amiénois
         .",,
DT80-00125,Arbre de Rochefort,,"terroir de Vaux-sous-Corbie
         ",80774,"
         terroir de Vaux-sous-Corbie
         .",,
DT80-03513,"Orme de Velennes,",,"terroir de Velennes
         ",80786,"
         terroir de Velennes
         .",,
DT80-03698,Pierre qui tourne,lieu dit,"terroir de Vers-Hébécourt
         ",80791,"
         lieu dit 
         terroir de Vers-Hébécourt
         .",,
DT80-01258,Cocriamont,lieu dit,"terroir de Vignacourt
         ",80793,"
         lieu dit au terroir de Vignacourt
         .",,
DT80-03227,Monts Templiers,lieu dit,"terroir de Ville-sous-Corbie
         ",80807,"
         lieu dit 
         terroir de Ville-sous-Corbie
         .",,
DT80-03362,Nivirelle,lieu dit,"terroir de Ville-sous-Corbie
         ",80807,"
         lieu dit au terroir de Ville-sous-Corbie
         .",,
DT80-04211,Rouatre,lieu dit,"terroir de Ville-sous-Corbie
         ",80807,"
         lieu dit au terroir de Ville-sous-Corbie
         .",,
DT80-01244,Clermont,lieu dit,"terroir de Villecourt
         ",80794,"
         lieu dit au terroir de Villecourt
         .",,
DT80-00122,Arbre de la Vierge,,"terroir de Villeroy
         ",80796,"
         terroir de Villeroy
         .",,
DT80-01093,"Champ Thibaut,",,"terroir de Villers-Bocage
         ",80798,"
         terroir de Villers-Bocage
         .",,
DT80-02250,"Grillonville,",lieu dit,"terroir de Villers-Faucon
         ",80802,"
         lieu dit au terroir de Villers-Faucon
         .",,
DT80-03432,"N.-D. de Villers-Faucon,",,"terroir de Villers-Faucon
         ",80802,"
         terroir de Villers-Faucon
         .",,
DT80-02871,"Marais Hardines,",lieu dit,"terroir de Voyennes
         ",80811,"
         lieu dit au terroir de Voyennes
         .",,
DT80-00098,Arbre au mont,lieu dit,"terroir de Vraignes
         ",80812,"
         lieu dit au terroir de Vraignes
         .",,
DT80-03722,Plaine de Foiry,lieu dit,"terroir de Vraignes-en-Vermandois
         ",80812,"
         lieu dit au terroir de Vraignes-en-Vermandois
         .",,
DT80-04933,"Tombelle Warin,",,"terroir de Vraignes-en-Vermandois
         ",80812,"
         terroir de Vraignes-en-Vermandois
         .",,
DT80-05072,"Vallée de Beaumetz,",,"terroir de Vraignes-en-Vermandois
         ",80812,"
         terroir de Vraignes-en-Vermandois
         .",,
DT80-00927,"Camp St.-Eloy,",lieu dit,"terroir de Vrély
         ",80814,"
         lieu dit au terroir de Vrély
         .",,
DT80-00591,Borne plate,,"terroir de Vrély
         ",80814,"
         terroir de Vrély
         .",,
DT80-03137,Mont Baudrit,lieu dit,"terroir de Wailly
         ",80211,"
         lieu dit au terroir de Wailly
         .",,
DT80-00182,"Aubigny,",lieu dit,"terroir de Warvillers
         ",80823,"
         lieu dit au terroir de Warvillers
         .",,
DT80-01846,"Fief de l’Aigle,",,"terroir de Wiencourt
         ",80824,"
         terroir de Wiencourt
         .",,
DT80-00235,Baillon,,terroir des Fieffes,80566,"
         terroir des Fieffes.",,
DT80-04168,"Rominville,",lieu dit,terroir du Coulonvillers,80215,"
         lieu dit 
         terroir du Coulonvillers.",terroir de Coulonvillers,
DT80-03169,"Mont-en-Quesnoi,",lieu dit,terroir du Quesnel,80652,"
         lieu dit au terroir du Quesnel.",,
DT80-05062,Valingron,lieu dit,"terroirs d’Ennemain, de Falvy, de Croix-Molignaux",80267/80300/80226,"
         lieu dit aux terroirs d’Ennemain, de Falvy, de Croix-Molignaux.",,
DT80-02138,Genoive,petit cours d’eau,terroirs d’Epagne et de Mareuil,80268/80512,"
         petit cours d’eau qui sépare les terroirs d’Epagne et de Mareuil, vient de Bray et se perd dans la Somme.",,
DT80-04929,Tombelle,,"terroirs d’Épenancourt, d’Ennemain, de Foucaucourt, de Liancourt-Fosse, de Marquivillers, de Mons-en-Chaussée, de Pertain, de St-Christ, de Villecourt",80272/80267/non/80473/80517/80557/80621/80701/80794,"
         terroirs d’Épenancourt, d’Ennemain, de Foucaucourt, de Liancourt-Fosse, de Marquivillers, de Mons-en-Chaussée, de Pertain, de St-Christ, de Villecourt.","terroirs d’Épenancourt, d’Ennemain, de Foucaucourt, de Liancourt-Fosse, de Marquivillers, de Mons-en-Chaussée, de Pertain, de Saint-Christ, de Villecourt",
DT80-04935,Tombelles,,"terroirs d’Hangest-sur-Somme, de Quesnoy-sur-Airaines, de Riencourt",80416/80629/80673,"
         terroirs d’Hangest-sur-Somme, de Quesnoy-sur-Airaines, de Riencourt.",,
DT80-05219,Vigne,lieux dits,"terroirs de Abbeville, Ailly-sur-Noye, Ailly-sur-Somme, Ainval, Airaines, Albert, Allaines, Andechy, Athies, Aubigny, Ayencourt, Barleux, Bécourt, Bergicourt, Bernes, Bertaucourt-les-Thennes, Bethencourt-sur-Somme, Biarre, Blangy, Bouchavesne, Boutillerie, Bouzincourt, Boussicourt, Boves, Brache, Bray-sur-Somme, Brie, Bussu-en-Vermandois, Cagny, Caix, Cappy, Cardonnette, Cerisy-Gailly, Chipilly, Chirmont, Coisy, Contay, Contoire, Contre, Conty, Corbie, Courcelles-sous-Moyencourt, Cressy-Omancourt, Curlu, Daours, Davenescourt, Demuin, Devise, Dury, Essertaux, Estrées, Etelfay, La Faloise, Falvy, Famechon, Fignières, Flaucourt, Fleury, Fontaine-sous-Montdidier, Fossemanant, Fouencamps, Fréchencourt, Frémontiers, Fresnoy-au-Val, Frettemolle, Glisy, Grattepanche, Guyencourt, Hallivillers, Hangest-sur-Somme, Harponville, Havernas, Hem-les-Doullens, Hérissart, Heudicourt, ",80001/80010/80011/80390/80013/80016/80017/80023/80034/80036/80049/80054/80073/80083/80088/80094/80097/80103/non/80115/80021/80129/80125/80131/80132/80136/80141/80154/80160/80162/80172/80173/80184/80192/80193/80202/80207/80209/80210/80211/80212/80218/80224/80231/80234/80236/80237/80239/80261/80285/80291/80293/80299/80300/80301/80311/80313/80317/80326/80334/80337/80351/80352/80357/80362/80379/80387/80403/80407/80416/80420/80423/80427/80431/80438/80451/80453/80458/80493/80513/80514/80519/80521/80517/80523/80530/80532/80010/80535/80541/80547/80550/80553/80554/80557/80561/non/80531/80582/80584/80595/80594/80603/80605/80623/80611/80622/80624/80233/80644/80645/80646/80650/80657/80668/80669/80670/80673/80675/80677/80678/80683/80687/80690/80696/80702/80717/80718/80620/80724/80729/80443/80740/80751/80752/80758/80761/80766/80774/80793/80807/80798/80799/80801/80805/80811/80820,"On trouve des lieux dits de ce nom sur les terroirs de Abbeville, Ailly-sur-Noye, Ailly-sur-Somme, Ainval, Airaines, Albert, Allaines, Andechy, Athies, Aubigny, Ayencourt, Barleux, Bécourt, Bergicourt, Bernes, Bertaucourt-les-Thennes, Bethencourt-sur-Somme, Biarre, Blangy, Bouchavesne, Boutillerie, Bouzincourt, Boussicourt, Boves, Brache, Bray-sur-Somme, Brie, Bussu-en-Vermandois, Cagny, Caix, Cappy, Cardonnette, Cerisy-Gailly, Chipilly, Chirmont, Coisy, Contay, Contoire, Contre, Conty, Corbie, Courcelles-sous-Moyencourt, Cressy-Omancourt, Curlu, Daours, Davenescourt, Demuin, Devise, Dury, Essertaux, Estrées, Etelfay, La Faloise, Falvy, Famechon, Fignières, Flaucourt, Fleury, Fontaine-sous-Montdidier, Fossemanant, Fouencamps, Fréchencourt, Frémontiers, Fresnoy-au-Val, Frettemolle, Glisy, Grattepanche, Guyencourt, Hallivillers, Hangest-sur-Somme, Harponville, Havernas, Hem-les-Doullens, Hérissart, Heudicourt, 387Irles, La Boissière, La Houssoye, Louvencourt, Maricourt, Marieux, Matigny, Maurepas, Marquivillers, Méaulte, Méricourt-l’Abbé, Méricourt-sur-Somme, Merville-au-Bois, Le Mesge, Mesnil-S.-Georges, Millancourt, Mirvaux, Molliens-aux-Bois, Molliens-le-Vidame, Mons-en-Chaussée, Montdidier, Montigny, Moyencourt-en-Vimeu, Namps-au-Mont, Naours, Neuville-sire-Bernard, Neuville-sous-Læuilly, Ochancourt, Offoy, Onvillers, Oresmaux, Picquigny, Pierregot, Popincourt, Proyart, Puchevillers, Punchy, Querrieux, Quiry-le-Sec, Remiencourt, Rethonvillers, Revelles, Riencourt, Rogy, Roisel, Rollot, Rouy-le-Grand, Rubescourt, Rumigny, Sains, Saint-Fuscien, Saint-Sauflieu, Saint-Sauveur, Sainte-Radegonde, Saleux, Sauvillers-Mongival, Selincourt, Sourdon, Thennes, Thézy, Thory, Tilloy-les-Conty, Toutencourt, Vaux-sous-Corbie, Vignacourt, Ville-sous-Corbie, Villers-Bocage, Villers-Bretonneux, Villers-Carbonnel, Villers-Tournelle, Voyennes, Warloy-Baillon.","terroirs de Abbeville, Ailly-sur-Noye, Ailly-sur-Somme, Ainval, Airaines, Albert, Allaines, Andechy, Athies, Aubigny, Ayencourt, Barleux, Bécourt, Bergicourt, Bernes, Bertaucourt-les-Thennes, Bethencourt-sur-Somme, Biarre, Blangy, Bouchavesne, Boutillerie, Bouzincourt, Boussicourt, Boves, Brache, Bray-sur-Somme, Brie, Bussu-en-Vermandois, Cagny, Caix, Cappy, Cardonnette, Cerisy-Gailly, Chipilly, Chirmont, Coisy, Contay, Contoire, Contre, Conty, Corbie, Courcelles-sous-Moyencourt, Cressy-Omancourt, Curlu, Daours, Davenescourt, Demuin, Devise, Dury, Essertaux, Estrées, Etelfay, La Faloise, Falvy, Famechon, Fignières, Flaucourt, Fleury, Fontaine-sous-Montdidier, Fossemanant, Fouencamps, Fréchencourt, Frémontiers, Fresnoy-au-Val, Frettemolle, Glisy, Grattepanche, Guyencourt, Hallivillers, Hangest-sur-Somme, Harponville, Havernas, Hem-les-Doullens, Hérissart, Heudicourt, <pg>387</pg>Irles, La Boissière, La Houssoye, Louvencourt, Maricourt, Marieux, Matigny, Maurepas, Marquivillers, Méaulte, Méricourt-l’Abbé, Méricourt-sur-Somme, Merville-au-Bois, Le Mesge, Mesnil-Saint-Georges, Millancourt, Mirvaux, Molliens-aux-Bois, Molliens-le-Vidame, Mons-en-Chaussée, Montdidier, Montigny, Moyencourt-en-Vimeu, Namps-au-Mont, Naours, Neuville-Sire-Bernard, Neuville-sous-Lœuilly, Ochancourt, Offoy, Onvillers, Oresmaux, Picquigny, Pierregot, Popincourt, Proyart, Puchevillers, Punchy, Querrieux, Quiry-le-Sec, Remiencourt, Rethonvillers, Revelles, Riencourt, Rogy, Roisel, Rollot, Rouy-le-Grand, Rubescourt, Rumigny, Sains, Saint-Fuscien, Saint-Sauflieu, Saint-Sauveur, Sainte-Radegonde, Saleux, Sauvillers-Mongival, Selincourt, Sourdon, Thennes, Thézy, Thory, Tilloy-les-Conty, Toutencourt, Vaux-sous-Corbie, Vignacourt, Ville-sous-Corbie, Villers-Bocage, Villers-Bretonneux, Villers-Carbonnel, Villers-Tournelle, Voyennes, Warloy-Baillon","! La présence d’un <pg></pg> est venue rompre la série dans le candidat retenu, j’ai corrigé la totalité des noms et mis les codes communes pour la totalité des noms"
DT80-03389,Notre-Dame-de-Bon-Secours.,chapelles,terroirs de Ailly-sur-Noye,80010,"On trouve des chapelles de ce nom sur les terroirs de Ailly-sur-Noye, 114
         AIZECOURT-LE-HAUT, ARGOULES, ASSEVILLERS, BEAUCAMP-LE-VIEUX, BERNAVILLE, BOVES (1757. Cassini), BOUZINCOURT, CANNESSIERES, DOMMARTIN, EPLESSIER, FOREST-MONTIERS, FOUCAUCOURT-HORS-NESLE, FOURCIGNY (1836. Etat-Major), FRANVILLERS, GENTELLES, GLISY, Hescamps, HEUDICOURT, Lestocq, LIOMER, LAMARONDE, MONTMARQUET, MORCHAIN (Chap. de Morchain, 
         1757. Cassini. — N.-D. de Morchain, 
         1778. De Vauchelle), MOREUIL (1757. Cassini), NOUVION, OISSY, POZIERES (1757. Cassini), QUEVAUVILLERS, QUEND, Saint-Ouen, TERRAMESNIL, TRONCHOY (N.-D. de Vertu), VRELY et WOIREL.",,"! Je n’ai pas localisé après le <pg>, de peur que les nombreux détails entre parenthèses dans la liste de noms ne posent problème. Je le ferai à la main"
DT80-05203,Vierge,chapelles,"terroirs de Cappy, Crotoy, Faverolles, Fontaine-sur-Maye (la Vierge de Baledens), Harbonnières, Lignières-hors-Foucaucourt, Pys, Sains (la Vierge Marie), Saint-Firmin",80172/80228/80302/80327/80417/80480/80648/80696/80228,"On trouve des chapelles sous ce nom, sur les terroirs de Cappy, Crotoy, Faverolles, Fontaine-sur-Maye (la Vierge de Baledens), Harbonnières, Lignières-hors-Foucaucourt, Pys, Sains (la Vierge Marie), Saint-Firmin, dépend. du CROTOY, SAISSEVAL, Vaux-Eclusier.",,"! pb de segmentation, attention pour la réinjection"
DT80-00136,Arbret,,terroirs de Carnoy et de Suzanne,non,"
         terroir de Carnoy
         . Limit. des terroirs de Carnoy et de Suzanne.",,
DT80-03783,"Pont de Rome,",,terroirs de Corbie et de Fouilloy,80212/80338,limite des terroirs de Corbie et de Fouilloy.,,
DT80-04107,Rivière de Gezaincourt.,Ruisseau,terroirs de Gezaincourt et de Beauval,80377/80071,"
         Ruisseau auquel Cassini et l’Etat-major ne donnent point de nom, qui prend sa source à 
            Bagneux
         , au pied de Bœuf, sur la limite des terroirs de Gezaincourt et de Beauval, et se jette dans l’Authie à Bretel.",,
DT80-04852,Temple,lieu dit,terroirs de Toutencourt et de Varennes,80766/80776,"
         lieu dit aux terroirs de Toutencourt et de Varennes.",,
DT80-03124,Montagne verte,partie,Thuyson,non,"
         faubourg d’Abbeville, partie de Thuyson.",,
DT80-02262,Grosse Borne,bornes,Tincourt,80762,"On trouve des bornes ou des lieux dits portant ce nom à AILLY-SUR-SOMME, Beaufort, BOUGAINVILLE, CAIX, CONDE-FOLIE, FAVEROLLES, FLOXICOURT, Hallivillers, MESNIL-EN-ARROUAISE, NURLU, ROLLOT, ROUY-LE-GRAND, SOREL-LE-GRAND, Tincourt, VAUVILLERS, Vraignes et YTRES.",,
DT80-04277,"Ruisseau de Houdent,",,Tours-en-Vimeu,80765,"à 
            Houdent
         , dép. de Tours-en-Vimeu.",,
DT80-02376,Haute-Borne.,lieux dits,Tours-en-Vimeu,80765,"On rencontre des lieux dits de ce nom à AIRAINES, ARREST, AILLY-SUR-NOYE, ABLAINCOURT, BACOUEL, BERNES, BIACHES, BONNEVILLE, BOUCHAVESNE, BOUVAINCOURT, BRAY-SUR-SOMME, BREILLY, BRIE, BROUCHY, Bussu, CAHON, CAPPY, CARDONNETTE, CHILLY, CHIRMONT, CHUIGNOLLES, Citernes, DARGNIES, DERNANCOURT, DOUILLY, Eaucourt, EMBREVILLE, EQUANCOURT, ERCHEU, La Faloise, FINS, FLIXECOURT, FOREST-L'ABBAYE, FOUILLOY, FREMONTIERS, 468
         GAPENNES, GORENFLOS, GUILLEMONT, GUYENCOURT-SAULCOURT, HALLU, HERLEVILLE, HESBECOURT, HOMBLEUX, LANGUEVOISIN, LEALVILLERS, LONGUEVAL, MAMETZ, Maresmontiers, MARQUIVILLERS, MERICOURT-L'ABBE, MESNIL-SAINT-GEORGES, MIRAUMONT, MOLLIENS-AUX-BOIS, La Motte-Buleux, NAMPONT, NESLE, QUEVAUVILLERS, QUIVIERES, RAMBURES, REMIENCOURT, RIVERY, ROSIERES, ROUVREL, SAIGNEVILLE, SAINT-LEGER-LES-AUTHIE, TILLOY-FLORIVILLE, Tours-en-Vimeu, VAUX-MARQUENNEVILLE, VECQUEMONT, VIGNACOURT, Villers-Tournelles, YZENGREMER.",,
